Average,,,,E0,E1,Analog,,,,,,,,,,,
Index [1],exx [1] - engr.,eyy [1] - engr.,exy [1] - engr.,ΔL/L0 [0] Extensometer x-strain,ΔL/L0 [1] Extensometer y-strain,Time_0,Disp_mm,Load_N,Area,,Strain,Stress,,Possion,,,
164,0.00140912,-0.00537111,-0.000795299,-0.00508441,0.00171248,164.005,-0.3369,-40395,,,0.00537111,746.2590061,,2.62E-01,,0.24722225,
165,0.00138397,-0.00539167,-0.000857505,-0.00510635,0.00177347,165.005,-0.3391,-40710.6,,,0.00539167,752.0894144,,2.57E-01,,0.256519444,
166,0.00136115,-0.00545495,-0.000919591,-0.00512862,0.00179212,166.006,-0.3411,-41003.7,,,0.00545495,757.5041567,,2.50E-01,,0.242966313,
167,0.00138928,-0.00543598,-0.000992511,-0.00515221,0.00179371,167.001,-0.3433,-41271,,,0.00543598,762.4422686,,2.56E-01,,0.244821342,
168,0.00143945,-0.0055437,-0.000953013,-0.0052137,0.00177474,168.005,-0.3452,-41560.9,,,0.0055437,767.797894,,2.60E-01,,0.243977836,
169,0.00140586,-0.00556368,-0.000999723,-0.00524244,0.00180096,169.003,-0.3475,-41857.2,,,0.00556368,773.2717532,,2.53E-01,,0.241769154,
170,0.00135104,-0.00565576,-0.00108024,-0.00531028,0.00175407,170.007,-0.3497,-42160,,,0.00565576,778.8656937,,2.39E-01,,0.269334153,
171,0.00149562,-0.00569275,-0.000878279,-0.00536098,0.00186148,171.008,-0.3518,-42443.4,,,0.00569275,784.1012378,,2.63E-01,,0.255813269,
172,0.00136989,-0.00565471,-0.00101878,-0.00532623,0.00187695,172.003,-0.3538,-42717.2,,,0.00565471,789.159431,,2.42E-01,,0.265747074,
173,0.00144177,-0.00572076,-0.000928752,-0.00537943,0.00180987,173.005,-0.356,-43016.7,,,0.00572076,794.6924072,,2.52E-01,,0.257335997,
174,0.001384,-0.00577321,-0.00100379,-0.00545388,0.00182845,174.007,-0.358,-43284,,,0.00577321,799.6305191,,2.40E-01,,0.251934111,
175,0.00149552,-0.00578367,-0.000955928,-0.00547107,0.00186861,175.006,-0.3601,-43577.1,,,0.00578367,805.0452614,,2.59E-01,,0.242488274,
176,0.00140258,-0.00579195,-0.000938183,-0.00552339,0.00183948,176.005,-0.3623,-43889.5,,,0.00579195,810.8165527,,2.42E-01,,0.260224145,
177,0.00142031,-0.00583661,-0.00106982,-0.00552175,0.00193552,177.007,-0.3644,-44153.6,,,0.00583661,815.6955478,,2.43E-01,,0.253596352,
178,0.00150472,-0.00581538,-0.000962652,-0.00551156,0.00187576,178.004,-0.3667,-44437.1,,,0.00581538,820.9329392,,2.59E-01,,0.24385919,
179,0.00150204,-0.00590498,-0.0010583,-0.00558747,0.00191709,179.003,-0.3685,-44720.5,,,0.00590498,826.1684833,,2.54E-01,,0.244028862,
180,0.00145917,-0.00590226,-0.00101758,-0.0055716,0.00194455,180.004,-0.3708,-45045.8,,,0.00590226,832.1780898,,2.47E-01,,0.251659632,
181,0.00152587,-0.00594836,-0.0010108,-0.00562995,0.00190701,181.005,-0.3728,-45303.5,,,0.00594836,836.9388509,,2.57E-01,,0.255060428,
182,0.00145902,-0.00600503,-0.00109977,-0.0056605,0.00193059,182.003,-0.375,-45606.2,,,0.00600503,842.530944,,2.43E-01,,0.233765464,
183,0.0014751,-0.00602521,-0.000995137,-0.00569693,0.00195049,183.003,-0.377,-45870.3,,,0.00602521,847.409939,,2.45E-01,,0.247685217,
184,0.00149089,-0.00611076,-0.000983709,-0.00568589,0.00196394,184.004,-0.3792,-46157,,,0.00611076,852.7064474,,2.44E-01,,0.244497308,
185,0.0014852,-0.00614305,-0.000993769,-0.00577354,0.00187669,185.005,-0.3813,-46482.3,,,0.00614305,858.7160539,,2.42E-01,,0.265785134,
186,0.00163826,-0.00608263,-0.000882095,-0.00580044,0.00193325,186.002,-0.3835,-46743.2,,,0.00608263,863.535932,,2.69E-01,,0.260609394,
187,0.00156559,-0.00612005,-0.000985764,-0.00583404,0.00201691,187.004,-0.3854,-47045.9,,,0.00612005,869.1280251,,2.56E-01,,0.244892545,
188,0.00164528,-0.00619115,-0.000987466,-0.00587722,0.00202884,188.006,-0.3876,-47339,,,0.00619115,874.5427674,,2.66E-01,,0.255671512,
189,0.00159353,-0.00619241,-0.00101626,-0.00593387,0.00201138,189.003,-0.3897,-47619.2,,,0.00619241,879.7191945,,2.57E-01,,0.25210968,
190,0.00157808,-0.00626386,-0.00094764,-0.00593307,0.00199671,190.006,-0.3917,-47912.3,,,0.00626386,885.1339368,,2.52E-01,,0.248357092,
191,0.00152513,-0.0062895,-0.00110982,-0.00599387,0.00199852,191.007,-0.394,-48208.6,,,0.0062895,890.607796,,2.42E-01,,0.256406566,
192,0.00163255,-0.00627363,-0.000878369,-0.00598536,0.00203772,192.005,-0.396,-48504.9,,,0.00627363,896.0816553,,2.60E-01,,0.251336385,
193,0.0016229,-0.00639954,-0.00105966,-0.00609089,0.00203178,193.004,-0.3983,-48775.5,,,0.00639954,901.0807316,,2.54E-01,,0.253798963,
194,0.00155539,-0.00637823,-0.00104501,-0.00611172,0.00200135,194.003,-0.4002,-49023.5,,,0.00637823,905.6622945,,2.44E-01,,0.250125442,
195,0.00157434,-0.00645145,-0.00112761,-0.00610031,0.0021049,195.002,-0.4024,-49335.9,,,0.00645145,911.4335858,,2.44E-01,,0.257727756,
196,0.00162781,-0.0064683,-0.00108488,-0.00612781,0.00209192,196.004,-0.4045,-49616.1,,,0.0064683,916.6100129,,2.52E-01,,0.251792285,
197,0.00164868,-0.00646388,-0.00104053,-0.00614714,0.0020243,197.004,-0.4066,-49915.6,,,0.00646388,922.1429891,,2.55E-01,,0.253101691,
198,0.00153759,-0.00657749,-0.00111261,-0.00623634,0.00205051,198.006,-0.4088,-50179.7,,,0.00657749,927.0219841,,2.34E-01,,0.247558645,
199,0.00162027,-0.00654165,-0.00113069,-0.00617235,0.00213464,199.006,-0.4108,-50488.9,,,0.00654165,932.7341585,,2.48E-01,,0.257014974,
200,0.00161467,-0.00660404,-0.00113813,-0.00628433,0.00209941,200.005,-0.4128,-50782,,,0.00660404,938.1489008,,2.44E-01,,0.255928475,
201,0.00174068,-0.0065492,-0.00110904,-0.00624772,0.0021335,201.004,-0.415,-51039.7,,,0.0065492,942.9096619,,2.66E-01,,0.254601071,
202,0.00171549,-0.00658261,-0.00105016,-0.00627498,0.00212118,202.005,-0.4171,-51329.6,,,0.00658261,948.2652873,,2.61E-01,,0.251840508,
203,0.00164318,-0.0067098,-0.0011939,-0.00639477,0.00212419,203.004,-0.4193,-51632.3,,,0.0067098,953.8573804,,2.45E-01,,0.254632665,
204,0.0016985,-0.00664329,-0.00105384,-0.00635973,0.00212399,204.003,-0.4214,-51931.9,,,0.00664329,959.392204,,2.56E-01,,0.256337605,
205,0.0017017,-0.00674984,-0.0010598,-0.00644889,0.00211192,205.002,-0.4234,-52183.1,,,0.00674984,964.0328838,,2.52E-01,,0.251665435,
206,0.0016776,-0.00675479,-0.0011116,-0.00643626,0.0021157,206.001,-0.4257,-52463.3,,,0.00675479,969.2093109,,2.48E-01,,0.251908856,
207,0.00174568,-0.00680825,-0.00109955,-0.00646541,0.00223237,207.001,-0.4278,-52769.3,,,0.00680825,974.8623684,,2.56E-01,,0.249860756,
208,0.00172838,-0.00687676,-0.00112187,-0.0064925,0.00215615,208.002,-0.4297,-53043,,,0.00687676,979.9187142,,2.51E-01,,0.259931266,
209,0.00174334,-0.00686898,-0.00104118,-0.00650536,0.00218084,209.005,-0.432,-53326.5,,,0.00686898,985.1561057,,2.54E-01,,0.247252429,
210,0.00174969,-0.00699525,-0.00118315,-0.0065641,0.00216418,210.004,-0.4339,-53626,,,0.00699525,990.6890818,,2.50E-01,,0.256284009,
211,0.00178269,-0.00691695,-0.0010389,-0.00659945,0.00221903,211.005,-0.4362,-53899.8,,,0.00691695,995.7472751,,2.58E-01,,0.249085374,
212,0.00176346,-0.00700363,-0.0010288,-0.00664242,0.00224824,212.001,-0.4383,-54199.3,,,0.00700363,1001.280251,,2.52E-01,,0.251804763,
213,0.00176177,-0.00696072,-0.0011955,-0.00665178,0.00225771,213.005,-0.4403,-54473.1,,,0.00696072,1006.338444,,2.53E-01,,0.255566242,
214,0.00175806,-0.00710159,-0.00117283,-0.00673375,0.00219477,214.005,-0.4424,-54762.9,,,0.00710159,1011.692222,,2.48E-01,,0.257972516,
215,0.00181166,-0.00704885,-0.00111783,-0.00674451,0.00220926,215.006,-0.4447,-55062.5,,,0.00704885,1017.227046,,2.57E-01,,0.248669983,
216,0.00182056,-0.00711355,-0.00111755,-0.00672601,0.00218385,216.004,-0.4467,-55333,,,0.00711355,1022.224275,,2.56E-01,,0.248962313,
217,0.00180448,-0.00708748,-0.0010878,-0.00675447,0.00232979,217.003,-0.4488,-55635.8,,,0.00708748,1027.818215,,2.55E-01,,0.25372567,
218,0.00180071,-0.0071502,-0.00102819,-0.00683536,0.00230265,218.005,-0.4508,-55887,,,0.0071502,1032.458895,,2.52E-01,,0.248114267,
219,0.00184104,-0.00723018,-0.00108357,-0.00691297,0.00224018,219.003,-0.4531,-56176.9,,,0.00723018,1037.814521,,2.55E-01,,0.252815765,
220,0.00186097,-0.00725984,-0.00100096,-0.00690634,0.00233858,220.007,-0.4552,-56470,,,0.00725984,1043.229263,,2.56E-01,,0.254244951,
221,0.00183562,-0.00729389,-0.00107816,-0.00695232,0.00230746,221.005,-0.4572,-56727.6,,,0.00729389,1047.988177,,2.52E-01,,0.25293703,
222,0.00184162,-0.00731066,-0.00115687,-0.00697304,0.0022898,222.005,-0.4593,-57030.4,,,0.00731066,1053.582117,,2.52E-01,,0.249710324,
223,0.00182132,-0.00728934,-0.00116722,-0.00699021,0.00240421,223.006,-0.4614,-57297.7,,,0.00728934,1058.520229,,2.50E-01,,0.246906376,
224,0.00190749,-0.00733844,-0.00120842,-0.00700023,0.00234396,224.005,-0.4636,-57597.3,,,0.00733844,1064.055053,,2.60E-01,,0.255618124,
225,0.00183511,-0.00742201,-0.00103642,-0.00710483,0.00231795,225.006,-0.4654,-57864.6,,,0.00742201,1068.993165,,2.47E-01,,0.24951344,
226,0.00189572,-0.00739695,-0.00116293,-0.00713214,0.00236216,226.006,-0.4678,-58141.6,,,0.00739695,1074.110475,,2.56E-01,,0.257823312,
227,0.00186618,-0.00749213,-0.0011216,-0.00712635,0.00235033,227.001,-0.4698,-58418.6,,,0.00749213,1079.227785,,2.49E-01,,0.25677399,
228,0.00189576,-0.00752869,-0.00117015,-0.00717427,0.00234847,228.002,-0.4721,-58734.2,,,0.00752869,1085.058193,,2.52E-01,,0.256784291,
229,0.00192114,-0.00751719,-0.00121985,-0.00721831,0.00238429,229.007,-0.4741,-59001.5,,,0.00751719,1089.996305,,2.56E-01,,0.248875029,
230,0.00194745,-0.00754906,-0.00108927,-0.00726757,0.00232555,230.006,-0.4762,-59275.3,,,0.00754906,1095.054498,,2.58E-01,,0.248950845,
231,0.00188884,-0.00759577,-0.00120342,-0.00725615,0.00239824,231.004,-0.4784,-59536.2,,,0.00759577,1099.874377,,2.49E-01,,0.258819061,
232,0.00190137,-0.00763718,-0.00123157,-0.00726346,0.00237258,232.006,-0.4804,-59842.2,,,0.00763718,1105.527434,,2.49E-01,,0.247231296,
233,0.00194244,-0.00765567,-0.0012022,-0.00731888,0.00240776,233.002,-0.4827,-60119.2,,,0.00765567,1110.644744,,2.54E-01,,0.249557896,
234,0.00191079,-0.00770125,-0.00122773,-0.00737544,0.00237148,234.003,-0.4847,-60428.3,,,0.00770125,1116.355071,,2.48E-01,,0.251559337,
235,0.0019387,-0.00766843,-0.00118675,-0.00738426,0.00241218,235.005,-0.4869,-60698.9,,,0.00766843,1121.354147,,2.53E-01,,0.26184886,
236,0.00197394,-0.00776393,-0.00120569,-0.00740965,0.00248896,236.007,-0.4889,-60953.3,,,0.00776393,1126.053944,,2.54E-01,,0.249691346,
237,0.00196978,-0.00778763,-0.00123458,-0.00746686,0.00248389,237.006,-0.4908,-61240,,,0.00778763,1131.350453,,2.53E-01,,0.246854093,
238,0.00194604,-0.00779319,-0.00113597,-0.00747575,0.00245756,238.004,-0.4931,-61517,,,0.00779319,1136.467763,,2.50E-01,,0.251622569,
239,0.0019462,-0.00788234,-0.00117145,-0.00754623,0.00244507,239.004,-0.4953,-61784.3,,,0.00788234,1141.405875,,2.47E-01,,0.247280468,
240,0.00201503,-0.00788297,-0.00107751,-0.00749111,0.00246583,240.007,-0.4974,-62077.4,,,0.00788297,1146.820617,,2.56E-01,,0.246892828,
241,0.00196535,-0.00787673,-0.00126967,-0.00759693,0.00248367,241.008,-0.4993,-62367.3,,,0.00787673,1152.176242,,2.50E-01,,0.253366796,
242,0.00204367,-0.00792663,-0.00125587,-0.00760454,0.0024631,242.004,-0.5016,-62650.7,,,0.00792663,1157.411786,,2.58E-01,,0.253849038,
243,0.00204976,-0.00798274,-0.00125817,-0.00763895,0.00256929,243.001,-0.5038,-62943.8,,,0.00798274,1162.826529,,2.57E-01,,0.23833882,
244,0.00205553,-0.00800489,-0.00120029,-0.00772357,0.00255673,244.005,-0.5057,-63214.4,,,0.00800489,1167.825605,,2.57E-01,,0.252118055,
245,0.00200709,-0.00806465,-0.00123808,-0.00771628,0.00248966,245.007,-0.5078,-63488.1,,,0.00806465,1172.881951,,2.49E-01,,0.255675754,
246,0.00200982,-0.00807316,-0.00117488,-0.00772271,0.0024997,246.005,-0.51,-63771.6,,,0.00807316,1178.119342,,2.49E-01,,0.255798377,
247,0.00209183,-0.00808221,-0.00121182,-0.00775701,0.00256166,247.005,-0.5122,-64067.9,,,0.00808221,1183.593202,,2.59E-01,,0.264713807,
248,0.00201628,-0.00815544,-0.00124089,-0.00780252,0.00254586,248.003,-0.5144,-64354.5,,,0.00815544,1188.887863,,2.47E-01,,0.240054724,
249,0.00204623,-0.00819942,-0.00117718,-0.00784675,0.00260001,248.999,-0.5163,-64615.4,,,0.00819942,1193.707741,,2.50E-01,,0.26005567,
250,0.0020827,-0.00827916,-0.00114354,-0.00793167,0.00256851,250.005,-0.5185,-64895.6,,,0.00827916,1198.884168,,2.52E-01,,0.257101959,
251,0.0021714,-0.00829257,-0.00124579,-0.00791504,0.00259402,251.005,-0.5206,-65172.6,,,0.00829257,1204.001478,,2.62E-01,,0.246052176,
252,0.00207298,-0.00830217,-0.00126174,-0.00791618,0.00260148,252.001,-0.5227,-65443.2,,,0.00830217,1209.000554,,2.50E-01,,0.251923468,
253,0.00205332,-0.00831795,-0.00126663,-0.00798068,0.00259038,253.005,-0.5247,-65745.9,,,0.00831795,1214.592647,,2.47E-01,,0.248998649,
254,0.00209935,-0.00834325,-0.00128712,-0.00795053,0.00265658,254.005,-0.5269,-66029.4,,,0.00834325,1219.830039,,2.52E-01,,0.252891017,
255,0.00207474,-0.00839023,-0.00129391,-0.00801405,0.00269232,255.003,-0.5289,-66296.7,,,0.00839023,1224.768151,,2.47E-01,,0.251220197,
256,0.00208719,-0.00845383,-0.00131201,-0.00808299,0.00265085,256.005,-0.5311,-66599.4,,,0.00845383,1230.360244,,2.47E-01,,0.254821825,
257,0.00213215,-0.00841527,-0.0012383,-0.00806774,0.00263426,257.005,-0.5332,-66841,,,0.00841527,1234.823573,,2.53E-01,,0.247161213,
258,0.00215265,-0.00848004,-0.00136022,-0.00816267,0.00269519,258.006,-0.5353,-67147,,,0.00848004,1240.47663,,2.54E-01,,0.240165237,
259,0.00200774,-0.00842389,-0.00133462,-0.00814137,0.00258669,259.005,-0.5375,-67407.9,,,0.00842389,1245.296508,,2.38E-01,,0.245887132,
260,0.00215747,-0.00855738,-0.00134239,-0.00821974,0.00268935,260.005,-0.5395,-67691.3,,,0.00855738,1250.532052,,2.52E-01,,0.241489869,
261,0.00220629,-0.00862925,-0.00129934,-0.00819011,0.00270593,261.002,-0.5417,-67990.8,,,0.00862925,1256.065029,,2.56E-01,,0.243246897,
262,0.00220743,-0.00862957,-0.00130494,-0.00823899,0.00268791,262.005,-0.5437,-68226,,,0.00862957,1260.410124,,2.56E-01,,0.257103223,
263,0.00227935,-0.00861062,-0.0012914,-0.00824774,0.00282013,263.005,-0.546,-68515.8,,,0.00861062,1265.763902,,2.65E-01,,0.24679181,
264,0.00208452,-0.00868352,-0.00128929,-0.00829011,0.00272497,264.003,-0.5479,-68789.6,,,0.00868352,1270.822095,,2.40E-01,,0.248180459,
265,0.00227401,-0.00874432,-0.00127425,-0.00834454,0.00277163,265.007,-0.55,-69073,,,0.00874432,1276.057639,,2.60E-01,,0.246123679,
266,0.00224513,-0.00873245,-0.00137826,-0.00838686,0.00272802,266.004,-0.5523,-69324.3,,,0.00873245,1280.700166,,2.57E-01,,0.252776604,
267,0.00215539,-0.00875989,-0.00133099,-0.00838626,0.0027705,267.004,-0.5544,-69623.8,,,0.00875989,1286.233142,,2.46E-01,,0.255109532,
268,0.00222917,-0.0088486,-0.00133946,-0.00845241,0.00272453,268.004,-0.5565,-69904,,,0.0088486,1291.40957,,2.52E-01,,0.254900661,
269,0.00220999,-0.00887551,-0.00131398,-0.00852828,0.00275536,269.006,-0.5585,-70181,,,0.00887551,1296.52688,,2.49E-01,,0.255468785,
270,0.00224329,-0.00887058,-0.0013143,-0.00854808,0.00279813,270.005,-0.5606,-70458,,,0.00887058,1301.64419,,2.53E-01,,0.258879501,
271,0.00224672,-0.00894323,-0.00132024,-0.0085581,0.00277127,271.006,-0.5628,-70735,,,0.00894323,1306.7615,,2.51E-01,,0.257552731,
272,0.00227205,-0.00891623,-0.00134424,-0.0085976,0.00277705,272.007,-0.5649,-71018.4,,,0.00891623,1311.997044,,2.55E-01,,0.246636781,
273,0.00222649,-0.00900825,-0.00133574,-0.00861709,0.00276501,273.006,-0.5669,-71272.9,,,0.00900825,1316.698688,,2.47E-01,,0.259318839,
274,0.00216624,-0.00901979,-0.00132029,-0.00864776,0.00282431,274.004,-0.569,-71543.4,,,0.00901979,1321.695917,,2.40E-01,,0.250886249,
275,0.00220621,-0.00897245,-0.00131209,-0.00858825,0.00283031,275.004,-0.5712,-71823.6,,,0.00897245,1326.872344,,2.46E-01,,0.247991003,
276,0.00220083,-0.00911355,-0.00143875,-0.00867628,0.00278354,276.003,-0.5731,-72090.9,,,0.00911355,1331.810456,,2.41E-01,,0.2601095,
277,0.00221298,-0.00909767,-0.00140584,-0.00871724,0.00287134,277.004,-0.5754,-72355.1,,,0.00909767,1336.691299,,2.43E-01,,0.253293209,
278,0.0023631,-0.00919125,-0.00142937,-0.00877326,0.00284632,278.002,-0.5775,-72622.4,,,0.00919125,1341.629411,,2.57E-01,,0.251421801,
279,0.00226565,-0.00918041,-0.00144514,-0.00873586,0.00289052,279.005,-0.5797,-72909,,,0.00918041,1346.924072,,2.47E-01,,0.247220358,
280,0.0022867,-0.00921386,-0.00125873,-0.00877251,0.00291227,280.006,-0.5817,-73173.1,,,0.00921386,1351.803067,,2.48E-01,,0.244567096,
281,0.00227817,-0.0092562,-0.00147666,-0.00884768,0.00291119,281.004,-0.584,-73456.6,,,0.0092562,1357.040458,,2.46E-01,,0.253251067,
282,0.00233945,-0.00925501,-0.00126727,-0.00881405,0.0029114,282.003,-0.5859,-73711,,,0.00925501,1361.740255,,2.53E-01,,0.253009319,
283,0.00235948,-0.00924889,-0.00143644,-0.00888772,0.00295786,283.004,-0.5881,-73988,,,0.00924889,1366.857565,,2.55E-01,,0.251693265,
284,0.00238482,-0.00935588,-0.00129532,-0.0089769,0.00293377,284.004,-0.5903,-74248.9,,,0.00935588,1371.677443,,2.55E-01,,0.251449562,
285,0.0024018,-0.00940154,-0.00131665,-0.00894822,0.00289614,285.004,-0.5922,-74506.6,,,0.00940154,1376.438204,,2.55E-01,,0.258742412,
286,0.0024334,-0.00939974,-0.00139926,-0.00903926,0.00294428,286.004,-0.5945,-74796.4,,,0.00939974,1381.791982,,2.59E-01,,0.252759109,
287,0.00243359,-0.0094489,-0.00126692,-0.00908275,0.00294004,287.003,-0.5966,-75067,,,0.0094489,1386.791059,,2.58E-01,,0.248592499,
288,0.00234374,-0.0095028,-0.00143363,-0.00910583,0.00292394,288.005,-0.5987,-75334.3,,,0.0095028,1391.729171,,2.47E-01,,0.248234073,
289,0.00246641,-0.00951111,-0.00132415,-0.00910398,0.00291745,289.004,-0.6007,-75585.5,,,0.00951111,1396.36985,,2.59E-01,,0.258129118,
290,0.00240483,-0.00958534,-0.00134737,-0.00916111,0.00292923,290.003,-0.6029,-75846.4,,,0.00958534,1401.189728,,2.51E-01,,0.252764728,
291,0.00239042,-0.00963914,-0.00141331,-0.00920002,0.00293035,291.003,-0.6049,-76104.1,,,0.00963914,1405.95049,,2.48E-01,,0.246027164,
292,0.00249895,-0.0096073,-0.00134551,-0.00915462,0.00294861,292.002,-0.6071,-76394,,,0.0096073,1411.306115,,2.60E-01,,0.249545027,
293,0.00245355,-0.0096866,-0.00135192,-0.0092305,0.00301241,293.007,-0.6091,-76671,,,0.0096866,1416.423425,,2.53E-01,,0.249188304,
294,0.00242969,-0.0096638,-0.00149674,-0.00923374,0.00299697,294.008,-0.6115,-76931.9,,,0.0096638,1421.243303,,2.51E-01,,0.253774571,
295,0.00240515,-0.00972877,-0.00141852,-0.00932724,0.00294687,295.004,-0.6134,-77186.3,,,0.00972877,1425.9431,,2.47E-01,,0.24946491,
296,0.00239901,-0.00980921,-0.00134283,-0.00936023,0.00297525,296,-0.6155,-77444,,,0.00980921,1430.703861,,2.45E-01,,0.250599339,
297,0.00248163,-0.00979909,-0.00141494,-0.0093548,0.00306115,297.006,-0.6176,-77749.9,,,0.00979909,1436.355071,,2.53E-01,,0.245243145,
298,0.00249115,-0.00984608,-0.00145196,-0.00936387,0.00304455,298.004,-0.6196,-77998,,,0.00984608,1440.938481,,2.53E-01,,0.250963824,
299,0.00248458,-0.00987146,-0.0013732,-0.00942014,0.0030235,299.005,-0.622,-78258.8,,,0.00987146,1445.756512,,2.52E-01,,0.240435572,
300,0.00250051,-0.00994438,-0.00149089,-0.00946096,0.00303784,300.005,-0.6239,-78513.3,,,0.00994438,1450.458156,,2.51E-01,,0.253132281,
301,0.00257391,-0.00994777,-0.00144456,-0.00950437,0.00314038,301.006,-0.6262,-78803.2,,,0.00994777,1455.813782,,2.59E-01,,0.251377906,
302,0.00252085,-0.00997333,-0.00141123,-0.00948131,0.00304889,302.005,-0.628,-79060.8,,,0.00997333,1460.572695,,2.53E-01,,0.243797788,
303,0.00248239,-0.00998578,-0.00147399,-0.00955312,0.00305797,303.005,-0.6302,-79334.6,,,0.00998578,1465.630889,,2.49E-01,,0.253848854,
304,0.00248666,-0.0100174,-0.00157283,-0.00955578,0.00308808,304.004,-0.6324,-79608.4,,,0.0100174,1470.689082,,2.48E-01,,0.254547699,
305,0.00258173,-0.0100017,-0.00137402,-0.00956412,0.00312339,305.005,-0.6346,-79856.4,,,0.0100017,1475.270645,,2.58E-01,,0.253362141,
306,0.00254481,-0.0100679,-0.001519,-0.00960489,0.00313911,306.006,-0.6368,-80123.7,,,0.0100679,1480.208757,,2.53E-01,,0.260637132,
307,0.00248886,-0.0101162,-0.00149168,-0.00963337,0.00312301,307.005,-0.6386,-80397.5,,,0.0101162,1485.26695,,2.46E-01,,0.25232417,
308,0.00254496,-0.0101984,-0.00148062,-0.00971035,0.00312001,308.004,-0.6408,-80626.2,,,0.0101984,1489.491964,,2.50E-01,,0.257994694,
309,0.00255575,-0.0102563,-0.00140563,-0.00980698,0.00315016,309.006,-0.6429,-80912.8,,,0.0102563,1494.786625,,2.49E-01,,0.255637679,
310,0.00259888,-0.0102409,-0.00146535,-0.00979869,0.0032238,310.007,-0.645,-81202.7,,,0.0102409,1500.14225,,2.54E-01,,0.30317794,
311,0.00256183,-0.0102693,-0.00145012,-0.00983627,0.00319733,311.005,-0.647,-81441,,,0.0102693,1504.544615,,2.49E-01,,0.300389213,
312,0.00258611,-0.0103197,-0.00154994,-0.00984136,0.0031034,312.003,-0.6493,-81695.5,,,0.0103197,1509.246259,,2.51E-01,,0.303829965,
313,0.00254376,-0.0103724,-0.00150352,-0.00988658,0.00316254,313.003,-0.6514,-81949.9,,,0.0103724,1513.946056,,2.45E-01,,0.299967773,
314,0.00260774,-0.0103909,-0.00140781,-0.00989022,0.00317848,314.006,-0.6536,-82246.3,,,0.0103909,1519.421762,,2.51E-01,,0.299839208,
315,0.00251712,-0.010469,-0.00153086,-0.00996576,0.00312647,315.006,-0.6557,-82500.7,,,0.010469,1524.121559,,2.40E-01,,0.309221997,
316,0.00266161,-0.0105147,-0.00145428,-0.0100105,0.00318739,316.005,-0.6579,-82751.9,,,0.0105147,1528.762239,,2.53E-01,,0.304065847,
317,0.00263527,-0.0104833,-0.00136926,-0.0100181,0.00315364,317.006,-0.6597,-83006.4,,,0.0104833,1533.463883,,2.51E-01,,0.31393391,
318,0.00256997,-0.0105414,-0.00148002,-0.0100178,0.00311885,318.001,-0.6621,-83283.4,,,0.0105414,1538.581193,,2.44E-01,,0.300694275,
319,0.00267577,-0.0105408,-0.00148198,-0.0100582,0.00318819,319.005,-0.6641,-83515.3,,,0.0105408,1542.865324,,2.54E-01,,0.303212171,
320,0.0026811,-0.0105328,-0.00144423,-0.01012,0.00319001,320.004,-0.6661,-83827.7,,,0.0105328,1548.636616,,2.55E-01,,0.302821413,
321,0.00267368,-0.0105528,-0.00155535,-0.0101112,0.0032499,321.001,-0.6683,-84069.3,,,0.0105528,1553.099945,,2.53E-01,,0.300162309,
322,0.00278337,-0.0106791,-0.00140221,-0.010206,0.00330059,322.004,-0.6703,-84339.8,,,0.0106791,1558.097173,,2.61E-01,,0.301691339,
323,0.00270219,-0.0107092,-0.00142624,-0.0101886,0.00323752,323.004,-0.6726,-84603.9,,,0.0107092,1562.976168,,2.52E-01,,0.22083393,
324,0.00276173,-0.0107046,-0.00146499,-0.0102345,0.00327162,324.001,-0.6746,-84822.9,,,0.0107046,1567.021984,,2.58E-01,,0.233367826,
325,0.00274969,-0.0107562,-0.00154701,-0.0102609,0.00334628,325.004,-0.6764,-85096.7,,,0.0107562,1572.080177,,2.56E-01,,0.229373658,
326,0.00325889,-0.0107491,-0.00121451,-0.0103066,0.00332031,326.004,-0.6788,-85376.9,,,0.0107491,1577.256604,,3.03E-01,,,
327,0.00324922,-0.0108167,-0.00132116,-0.0102742,0.00335276,327.007,-0.6811,-85621.7,,,0.0108167,1581.77905,,3.00E-01,,,
328,0.00327711,-0.010786,-0.0013055,-0.0103492,0.00335617,328.004,-0.6831,-85869.7,,,0.010786,1586.360613,,3.04E-01,,,
329,0.00325777,-0.0108604,-0.00124427,-0.0104247,0.00335102,329.004,-0.6853,-86130.6,,,0.0108604,1591.180491,,3.00E-01,,,
330,0.00326333,-0.0108836,-0.00138427,-0.0104209,0.00328858,330.005,-0.6874,-86417.3,,,0.0108836,1596.477,,3.00E-01,,,
331,0.00339467,-0.0109781,-0.00131008,-0.0104864,0.00342764,331.003,-0.6894,-86655.6,,,0.0109781,1600.879364,,3.09E-01,,,
332,0.00334141,-0.0109891,-0.00131927,-0.0105163,0.00339434,332.007,-0.6915,-86910,,,0.0109891,1605.579161,,3.04E-01,,,
333,0.00344194,-0.0109639,-0.00130276,-0.0104784,0.00343677,333.008,-0.6938,-87151.6,,,0.0109639,1610.04249,,3.14E-01,,,
334,0.00333058,-0.0110763,-0.00135767,-0.0105714,0.00334269,334.004,-0.6958,-87406.1,,,0.0110763,1614.744134,,3.01E-01,,,
335,0.00336423,-0.0110953,-0.0012942,-0.0105973,0.00335402,335.004,-0.6979,-87686.3,,,0.0110953,1619.920562,,3.03E-01,,,
336,0.00336586,-0.011115,-0.00145659,-0.0106186,0.00342546,336.003,-0.7001,-87950.4,,,0.011115,1624.799557,,3.03E-01,,,
