Experiment:,25C,,,,,,,,,,,,,,New3D,,New2D,,,1.94E-01,9811.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Depth (nm),Load (uN),,hm (nm),F (uN),hm1 (um),hm1 (nm),F1 (uN),F (exp),disp_y_2D,react_y_2D,disp_y_3D,react_y_3D,,h3D,F3D,h2D,F2D,,Depth1,Force1,Depth2,Force2,Depth,Force,,Depth0 (nm),Load0 (uN),Depth2 (nm),Load2 (uN),Depth3 (nm),Load3 (uN),Depth4 (nm),Load4 (uN),Depth5 (nm),Load5 (uN),Depth6 (nm),Load6 (uN),Depth7 (nm),Load7 (uN),Depth8 (nm),Load8 (uN),Depth9 (nm),Load9 (uN),Depth10 (nm),Load10 (uN),Depth11 (nm),Load11 (uN),Depth12 (nm),Load12 (uN),Depth13 (nm),Load13 (uN),Depth14 (nm),Load14 (uN),Depth15 (nm),Load15 (uN),Depth16 (nm),Load16 (uN),Depth17 (nm),Load17 (uN),Depth18 (nm),Load18 (uN),Depth19 (nm),Load19 (uN),Depth20 (nm),Load20 (uN),Depth21 (nm),Load21 (uN),Depth22 (nm),Load22 (uN),Depth23 (nm),Load23 (uN),Depth24 (nm),Load24 (uN)
28.35954,155.04665,761.57776,,,,,,,,,,,,,,,,,,,,,119.548298,757.342837,163.77601,761.5009,195.852678,761.405185,187.916801,761.531119,131.900144,761.663336,174.148397,761.455073,201.539694,761.469829,129.814284,761.618395,125.345181,761.662803,193.528283,761.444616,134.169384,761.64087,141.916458,761.676304,166.236558,761.569833,188.741871,761.472048,126.214597,761.706056,137.610619,761.679663,200.228186,761.403492,126.173603,761.63817,199.230852,761.422374,151.265746,761.577574,129.890504,761.635276,194.459139,761.43698,119.922169,761.717121,127.397519,761.720329,,,,
28.364544,155.041006,756.644727,,,,,,,,,,,,,,,,,,,,,119.422903,752.428506,163.57549,756.585602,195.944135,756.437575,187.724498,756.617523,131.573563,756.764103,173.722787,756.580561,201.646339,756.527996,129.666191,756.686713,125.328302,756.724855,193.202311,756.552914,133.522583,756.793321,141.404586,756.79743,165.909665,756.673013,188.731283,756.542666,126.16308,756.758488,137.448545,756.773681,200.337347,756.439053,126.068234,756.705817,199.694164,756.423742,151.730116,756.576781,129.674116,756.736212,194.117414,756.562289,120.309631,756.711503,127.207703,756.802613,,,,
28.369549,154.970667,751.699137,,,,,,,,,,,,,,,,,,,,,119.403795,747.4784,163.697635,751.629356,195.682145,751.536597,187.96285,751.642389,131.563348,751.840532,173.767236,751.616191,201.636555,751.587567,129.805686,751.741495,125.198896,751.807819,193.289321,751.61041,133.927557,751.789051,141.51854,751.853332,166.10441,751.699352,188.714633,751.591715,126.265153,751.804262,137.552458,751.818523,199.993645,751.559827,125.695811,751.827568,199.159432,751.554849,151.20781,751.707304,129.817798,751.76091,194.397711,751.566096,119.928268,751.835513,126.99628,751.895907,,,,
28.374554,154.948443,746.780502,,,,,,,,,,,,,,,,,,,,,119.347508,742.55604,163.675049,746.682859,195.585797,746.60202,187.515953,746.757882,131.583637,746.894233,173.714923,746.688792,201.301634,746.685578,129.546007,746.840012,125.307773,746.858765,193.222343,746.669598,133.468623,746.923404,141.555408,746.900575,166.233305,746.744936,188.608221,746.672354,126.164769,746.889178,137.438588,746.901862,199.960425,746.614088,125.981167,746.831965,199.224246,746.612023,151.556433,746.725048,129.988841,746.808353,193.916439,746.690997,120.01779,746.890436,127.101467,746.944532,,,,
28.379559,155.12268,741.811857,,,,,,,,,,,,,,,,,,,,,119.271876,737.625869,163.447478,741.793286,195.596007,741.665095,187.591166,741.799003,131.693664,741.937398,173.584598,741.766378,201.325015,741.755699,129.564456,741.893699,124.931491,741.960656,192.725096,741.819254,133.457807,741.981502,141.277026,742.013959,165.954428,741.854236,188.332639,741.782219,126.180285,741.942797,137.213977,742.010096,199.573964,741.733767,125.88988,741.917871,199.545702,741.608384,151.138134,741.850462,129.52361,741.946205,194.331374,741.700351,119.99715,741.926159,126.741554,742.056104,,,,
28.384564,154.954935,736.895043,,,,,,,,,,,,,,,,,,,,,119.121371,732.703996,163.378748,736.859401,195.661848,736.721381,187.86936,736.835704,131.428857,737.011566,173.844139,736.79729,201.452332,736.784922,129.682291,736.920835,124.847412,737.014654,193.126952,736.814628,133.665882,736.98044,141.396594,737.033792,165.972158,736.910739,188.417688,736.828502,126.176984,736.98451,137.021518,737.049362,200.039703,736.728908,125.531392,737.007639,199.012306,736.761257,151.499476,736.845891,129.955254,736.907524,193.802932,736.847201,119.735999,737.015724,127.032411,737.041525,,,,
28.389568,154.685162,731.989711,,,,,,,,,,,,,,,,,,,,,119.079583,727.768192,163.559829,731.859277,195.498203,731.787861,187.655937,731.903632,131.284707,732.089335,173.651208,731.855237,201.192205,731.905606,129.133996,732.057401,125.007319,732.041408,192.720781,731.933953,133.406039,732.0838,141.39916,732.079843,165.958625,731.94528,188.424262,731.874328,126.189869,732.043658,137.214979,732.077035,199.546219,731.86354,126.011825,731.988737,199.162643,731.798698,151.091124,731.952929,129.271549,732.083404,194.230937,731.83616,119.730119,732.074481,126.605059,732.173236,,,,
28.394573,154.723924,727.02207,,,,,,,,,,,,,,,,,,,,,118.84648,722.82555,163.478955,726.939372,195.374426,726.85122,187.261963,727.020581,131.418721,727.152307,173.245503,726.974406,201.1666,726.938681,129.364653,727.103176,124.76244,727.161201,192.867251,726.954771,133.501818,727.14534,141.007214,727.216549,165.729188,727.038435,188.260409,726.94435,125.979477,727.154076,137.157718,727.155349,199.848964,726.861455,125.769466,727.117568,199.415386,726.798472,151.172633,726.991903,129.581512,727.101181,193.80855,726.943144,119.320083,727.207732,126.766069,727.218373,,,,
28.399578,154.586662,722.109517,,,,,,,,,,,,,,,,,,,,,118.900325,717.887258,163.256942,722.037905,195.275436,721.925307,187.437985,722.054573,131.37319,722.223229,173.516806,722.008927,201.212685,721.993844,129.280472,722.181248,124.98242,722.199514,192.761115,722.018582,133.38588,722.228262,141.249326,722.240462,165.845746,722.098978,188.129453,722.021878,125.765886,722.255905,136.989589,722.242644,199.440722,721.95991,125.3311,722.249646,198.815076,721.957744,150.957453,722.115463,129.268181,722.215917,194.109878,721.958521,119.685789,722.214374,126.690848,722.30002,,,,
28.404583,154.561635,717.180336,,,,,,,,,,,,,,,,,,,,,118.836117,712.954734,163.309487,717.110107,195.432167,716.981075,187.524145,717.10601,131.129618,717.338661,173.327372,717.090633,201.228988,717.069592,129.212662,717.264506,124.886719,717.26824,192.470924,717.143953,133.009236,717.347494,141.193297,717.321606,165.914697,717.158343,188.253063,717.085489,125.748322,717.320518,137.102387,717.303544,199.63698,717.006726,125.648761,717.271542,198.7115,717.041451,150.984771,717.168062,129.392792,717.265139,193.739442,717.098091,119.156473,717.356448,126.567926,717.392007,,,,
28.409588,154.463272,712.25385,,,,,,,,,,,,,,,,,,,,,118.854595,708.023069,163.410507,712.157385,195.385642,712.06021,187.101576,712.242816,131.023591,712.421184,173.454656,712.153114,200.912346,712.186996,129.524524,712.292586,124.59964,712.400463,192.723689,712.171126,133.18201,712.394249,140.839657,712.4444,165.531805,712.278023,188.186881,712.141323,125.856469,712.37751,137.027783,712.383643,199.148108,712.152018,125.350873,712.38245,199.249962,712.032086,150.807033,712.261942,129.098492,712.3748,193.987575,712.119617,119.501263,712.381157,126.710766,712.431791,,,,
28.414592,154.261401,707.353918,,,,,,,,,,,,,,,,,,,,,118.526393,703.131536,163.171317,707.268117,195.135023,707.156117,187.062408,707.308022,131.138245,707.470487,173.488872,707.212925,200.853495,707.261271,128.98029,707.437528,124.704979,707.450296,192.418932,707.28264,133.037968,707.476482,140.92358,707.494581,165.5212,707.360079,188.056849,707.243644,125.802036,707.450597,136.828494,707.478712,199.678304,707.133685,125.165612,707.462648,198.915683,707.163159,150.839964,707.330345,129.050391,707.44659,193.57613,707.262501,119.205899,707.493602,126.446942,707.544823,,,,
28.419597,154.022386,702.443773,,,,,,,,,,,,,,,,,,,,,118.331955,698.212198,162.967313,702.37969,195.05676,702.245877,187.246337,702.356016,131.123458,702.547932,173.238479,702.321567,200.975489,702.305673,129.001715,702.516915,124.351657,702.575202,192.374425,702.367327,132.966854,702.567931,140.953126,702.574044,165.70062,702.39284,187.865034,702.341045,125.521148,702.56663,136.657761,702.58358,199.201047,702.27971,125.681319,702.469266,198.544058,702.270424,150.955149,702.391118,129.053393,702.519799,193.891096,702.281969,119.110616,702.583412,126.671581,702.573158,,,,
28.424602,154.140997,697.507254,,,,,,,,,,,,,,,,,,,,,118.459623,693.265563,163.08329,697.430724,195.073816,697.316178,187.070832,697.450436,130.936429,697.654553,173.076968,697.428655,200.818695,697.399022,129.024541,697.588162,124.279158,697.657552,192.47479,697.416079,133.209412,697.60474,140.563633,697.695331,165.529122,697.50457,187.862104,697.41685,125.457706,697.655129,136.718133,697.647676,199.615794,697.284119,125.151944,697.624706,199.062337,697.270094,150.516603,697.528597,128.733155,697.639215,193.443854,697.419539,119.198608,697.638176,126.208741,697.735047,,,,
28.429607,154.342152,692.546726,,,,,,,,,,,,,,,,,,,,,118.226031,688.356143,163.052773,692.518007,195.133454,692.376849,186.995454,692.533889,131.012747,692.723422,173.194431,692.470971,200.709604,692.498221,128.649937,692.706468,124.415614,692.698989,192.305843,692.519504,132.94515,692.716973,140.708185,692.750934,165.497153,692.5914,187.970129,692.47415,125.42432,692.727904,136.819944,692.706881,199.116825,692.435655,125.164515,692.696965,198.853969,692.383722,151.052922,692.522424,129.188175,692.653547,193.74918,692.455654,119.047546,692.7353,126.441391,692.769917,,,,
28.434612,154.374469,687.626847,,,,,,,,,,,,,,,,,,,,,118.230846,683.421157,162.799072,687.62189,195.03329,687.471855,186.969623,687.623367,130.920991,687.807702,172.928148,687.591216,200.803646,687.550113,128.965476,687.730791,124.097758,687.824439,192.403937,687.582989,132.746641,687.825641,140.644971,687.825937,165.662198,687.643733,187.922828,687.556693,125.610635,687.77349,136.392156,687.834852,199.467667,687.455731,125.308476,687.746245,198.403728,687.530259,150.462163,687.682449,128.63834,687.79967,193.330072,687.591486,119.205652,687.792098,126.073652,687.890315,,,,
28.439616,154.033413,682.752053,,,,,,,,,,,,,,,,,,,,,118.214758,678.497381,162.743934,682.699206,194.882575,682.570722,187.062713,682.673674,130.808544,682.889162,172.926339,682.660807,200.945327,682.613956,128.623408,682.843763,124.249314,682.87352,192.36108,682.655359,132.808202,682.880644,140.458188,682.92305,165.184918,682.785266,187.688648,682.665705,125.348513,682.8897,136.55544,682.890981,198.900115,682.625429,124.659138,682.911204,198.862989,682.533845,150.775698,682.713576,129.055427,682.815875,193.518186,682.636148,118.708975,682.935021,126.101418,682.97144,,,,
28.444621,153.681621,677.870799,,,,,,,,,,,,,,,,,,,,,117.960192,673.593264,162.864608,677.755429,194.9166,677.647989,186.827792,677.787577,130.789527,677.975474,173.065831,677.713381,200.743348,677.716819,128.786555,677.911343,124.18816,677.953941,191.991469,677.785554,132.725791,677.966264,140.696126,677.969555,165.226518,677.83917,187.874488,677.706867,125.220988,677.976507,136.601335,677.961612,199.133316,677.655438,125.22267,677.896676,198.558831,677.643153,150.166309,677.865949,128.486993,677.972079,193.237293,677.749667,119.030356,677.954768,126.273274,678.009854,,,,
28.449626,153.882858,672.909128,,,,,,,,,,,,,,,,,,,,,118.055873,668.651224,162.677555,672.8419,194.857911,672.723437,186.727012,672.874383,130.712114,673.049773,172.701284,672.851983,200.427103,672.835933,128.668249,672.991825,124.053291,673.043921,192.192873,672.828448,132.647352,673.049674,140.527114,673.057254,165.348538,672.899878,187.803435,672.7901,125.141152,673.059851,136.185808,673.084431,198.975912,672.739039,125.106434,672.990669,198.260551,672.77239,150.627533,672.867563,128.617631,673.009395,193.327177,672.798705,118.607396,673.084331,125.946238,673.135001,,,,
28.454631,153.698199,668.006477,,,,,,,,,,,,,,,,,,,,,118.013907,663.722086,162.394546,667.968097,194.779712,667.803669,186.888694,667.924116,130.729134,668.12944,172.694927,667.911345,200.482911,667.910211,128.458598,668.089154,124.180807,668.099871,192.02752,667.926077,132.709235,668.108927,140.272125,668.173678,165.076755,668.012335,187.633646,667.895571,125.179211,668.120562,136.042518,668.176633,199.070493,667.812745,124.61908,668.140741,198.514117,667.793616,150.189257,668.007623,128.239807,668.145338,193.137041,667.910956,118.732593,668.137249,126.307272,668.150705,,,,
28.459636,153.643073,663.075049,,,,,,,,,,,,,,,,,,,,,117.789894,658.81455,162.577191,663.002416,194.625589,662.899401,186.59878,663.040677,130.55219,663.22331,172.790095,662.966866,200.565371,662.951213,128.758332,663.133302,124.029709,663.206021,191.912459,663.010217,132.430696,663.234597,140.400434,663.236153,164.872685,663.105936,187.467369,662.982516,125.16698,663.214769,136.281469,663.214102,199.164169,662.869387,125.010702,663.156639,198.437654,662.86696,150.570149,663.0231,128.313141,663.198682,193.183267,662.960443,118.648482,663.223365,125.691585,663.32075,,,,
28.46464,153.632695,658.158209,,,,,,,,,,,,,,,,,,,,,117.815635,653.889163,162.623325,658.074194,194.559989,657.977094,186.450477,658.124398,130.23545,658.341283,172.323326,658.114037,200.418004,658.051635,128.410128,658.257627,123.774334,658.300324,192.226756,658.029771,132.331905,658.317864,140.117148,658.339033,165.045859,658.156119,187.550365,658.052164,124.927144,658.314111,136.183772,658.301718,198.931221,657.975249,124.751614,658.277024,198.010476,658.011874,150.139014,658.179647,128.393696,658.253563,192.967182,658.068979,118.430359,658.320819,125.926494,658.368594,,,,
28.469645,153.635291,653.233396,,,,,,,,,,,,,,,,,,,,,117.869455,648.958239,162.281825,653.210523,194.569205,653.06045,186.511399,653.20426,130.340958,653.383061,172.58932,653.142689,200.291396,653.151085,128.434422,653.313869,123.916189,653.350945,191.734274,653.19779,132.535852,653.34238,139.873588,653.444779,164.711549,653.27973,187.474335,653.137053,124.809957,653.388953,135.909786,653.409476,198.846012,653.063303,124.220122,653.41027,198.311242,653.035979,150.41321,653.195722,128.217599,653.338742,193.038558,653.134201,118.613757,653.35009,125.678691,653.446708,,,,
28.47465,153.510239,648.32445,,,,,,,,,,,,,,,,,,,,,117.849587,644.035595,162.286206,648.260755,194.510125,648.139237,186.529317,648.25856,130.325561,648.452134,172.545993,648.210622,200.372639,648.21593,128.35422,648.401272,123.741463,648.447029,191.934135,648.231103,132.195306,648.467236,140.13058,648.461928,164.630058,648.342958,187.3649,648.219402,124.852196,648.459464,136.118571,648.437764,198.700035,648.16438,124.626217,648.407081,198.044777,648.165263,150.044768,648.320935,128.426929,648.378401,192.818396,648.246062,118.174415,648.50194,125.695123,648.526523,,,,
28.479655,153.339242,643.407929,,,,,,,,,,,,,,,,,,,,,117.632392,639.113336,162.348912,643.327552,194.555864,643.18361,186.398975,643.33958,130.279748,643.547592,172.295365,643.31949,200.339617,643.275937,127.999718,643.535185,123.552444,643.565481,191.747867,643.319286,132.250341,643.539796,140.027589,643.559643,164.856796,643.393389,187.138001,643.319232,124.840125,643.542188,136.133858,643.529159,198.657901,643.23916,124.574561,643.50785,197.998713,643.2207,150.220347,643.364043,127.885056,643.555934,192.698605,643.320633,118.575806,643.517124,125.895982,643.5744,,,,
28.48466,153.287199,638.490266,,,,,,,,,,,,,,,,,,,,,117.493119,634.206806,162.276205,638.417498,194.292817,638.305297,186.384243,638.430453,130.119614,638.659062,172.40384,638.387647,200.08643,638.392306,128.351054,638.557838,123.837761,638.604825,191.747123,638.391951,132.298293,638.619481,139.916254,638.667515,164.69352,638.491184,187.239861,638.379651,124.9603,638.607047,135.568228,638.691778,198.708258,638.301935,124.167932,638.656948,198.315105,638.24196,150.051934,638.482569,128.265047,638.571409,192.967444,638.343907,118.088786,638.682431,125.362984,638.73424,,,,
28.489664,153.360272,633.569042,,,,,,,,,,,,,,,,,,,,,117.397966,629.302129,162.057185,633.529626,194.287245,633.387683,186.364721,633.510474,129.986012,633.750171,172.361647,633.477733,199.887643,633.502908,128.093548,633.675105,123.517875,633.725949,191.818639,633.469945,132.049782,633.738458,140.056113,633.720037,164.745836,633.574968,187.290585,633.458904,124.574176,633.748395,135.622272,633.761088,198.776805,633.36358,124.538443,633.665116,197.75413,633.424645,149.913865,633.582896,127.714305,633.735537,192.491762,633.501615,118.122767,633.743894,125.602314,633.779198,,,,
28.494669,153.354152,628.641453,,,,,,,,,,,,,,,,,,,,,117.397572,624.37512,162.096363,628.603896,194.430827,628.453975,186.253602,628.609253,130.155493,628.816525,172.114294,628.592848,200.113204,628.5441,127.914348,628.786667,123.484092,628.822787,191.437539,628.608547,132.029087,628.825372,139.933963,628.828323,164.766629,628.644623,187.329412,628.538079,124.520289,628.832095,135.854279,628.807319,198.600125,628.486588,124.4251,628.772963,197.692516,628.50072,149.92451,628.650916,127.991587,628.771889,192.997137,628.511128,118.23957,628.811836,124.924233,628.950458,,,,
28.499674,153.069089,623.772656,,,,,,,,,,,,,,,,,,,,,117.594297,619.42907,162.211395,623.66387,194.266789,623.555034,185.881732,623.740995,129.988155,623.924311,172.257211,623.657321,200.088161,623.630406,128.095992,623.844411,123.521379,623.899428,191.656329,623.657298,131.97681,623.919455,139.532201,623.967493,164.637317,623.748171,186.843361,623.680646,124.631249,623.910319,135.422706,623.948365,198.575826,623.559604,123.76457,623.951082,198.094569,623.528224,149.641119,623.788412,127.740437,623.889561,192.360698,623.683825,117.835564,623.966385,125.224688,623.989576,,,,
28.504679,152.820879,618.886707,,,,,,,,,,,,,,,,,,,,,117.288233,614.538575,162.099631,618.771833,194.12797,618.664613,185.904485,618.81322,129.779261,619.045584,171.9145,618.783034,199.941656,618.740604,127.99049,618.945144,123.193056,619.028285,191.544955,618.754817,131.624322,619.054498,139.845851,619.009148,164.379046,618.882333,187.145775,618.727186,124.698421,618.97761,135.511205,619.030137,198.325847,618.687973,124.283605,618.95447,197.526772,618.692972,149.873971,618.834984,127.863907,618.969848,192.772587,618.709352,118.02557,619.01078,124.961852,619.111224,,,,
28.509684,152.862961,613.955826,,,,,,,,,,,,,,,,,,,,,117.077865,609.6532,161.968385,613.87616,193.890926,613.790332,186.011412,613.885026,129.534511,614.165942,172.029801,613.854648,199.764714,613.845968,127.81117,614.075976,123.23451,614.121859,191.194033,613.895316,131.734314,614.135424,139.540473,614.144717,164.560547,613.938064,187.080271,613.821592,124.481053,614.106734,135.541592,614.101617,198.346132,613.75743,123.961545,614.098828,197.687665,613.740916,149.421687,613.985138,127.815423,614.059647,192.256031,613.863159,117.66443,614.161272,125.128266,614.174078,,,,
28.514688,152.860687,609.048043,,,,,,,,,,,,,,,,,,,,,117.113568,604.735347,161.820525,608.99534,193.847668,608.86822,185.783831,609.002117,129.823091,609.19709,172.180303,608.922412,199.816929,608.932891,127.960702,609.122198,123.323005,609.181292,191.459742,608.93693,131.784598,609.195496,139.345717,609.251036,164.5725,609.036056,186.801784,608.952106,124.263848,609.22022,135.422677,609.201005,197.980569,608.89495,123.616686,609.219159,197.708551,608.83334,149.852727,609.017536,127.556179,609.185964,192.645112,608.894106,118.149071,609.165161,125.156874,609.257442,,,,
28.519693,152.710052,604.149461,,,,,,,,,,,,,,,,,,,,,117.111309,599.811732,161.795193,604.088987,193.832704,603.963603,185.649105,604.115259,129.912696,604.278293,171.792972,604.066317,199.696518,604.036638,127.638723,604.26854,123.104958,604.314968,191.011453,604.101519,131.513037,604.326172,139.704021,604.294923,164.140892,604.172621,186.672903,604.061018,124.137396,604.327389,135.06061,604.348864,198.264143,603.947814,124.185622,604.22583,197.159921,603.998821,149.365065,604.170978,127.747966,604.247238,192.19544,604.064172,117.635616,604.328492,124.79277,604.390178,,,,
28.524698,152.646657,599.249488,,,,,,,,,,,,,,,,,,,,,116.857384,594.936993,161.710404,599.177723,193.742476,599.050049,185.841208,599.167801,129.669514,599.394016,171.89222,599.144766,199.60109,599.139254,127.707096,599.349258,123.038265,599.411981,191.22522,599.14216,131.744843,599.374983,139.560081,599.398296,164.328142,599.236167,186.757988,599.123737,124.196247,599.407717,135.181683,599.400264,198.028688,599.061812,123.711773,599.390003,197.527959,599.02958,149.833072,599.188767,127.300615,599.396616,192.44922,599.094527,117.880689,599.388503,124.944792,599.457776,,,,
28.529703,152.8259,594.307959,,,,,,,,,,,,,,,,,,,,,116.697431,590.03468,161.519599,594.300877,193.748239,594.137127,185.722386,594.268496,129.466477,594.514273,171.989725,594.209682,199.699152,594.218809,127.684694,594.42962,123.208045,594.449596,191.118368,594.253895,131.644966,594.472375,139.436944,594.507855,164.234901,594.33987,186.807433,594.211549,124.275155,594.46947,135.295422,594.473703,198.254592,594.116147,123.544881,594.489511,197.659748,594.102384,149.169159,594.384824,127.753832,594.419063,192.110904,594.249787,117.486456,594.519809,124.499233,594.609591,,,,
28.534708,152.898764,589.382305,,,,,,,,,,,,,,,,,,,,,116.833286,585.098687,161.437009,589.393332,193.848015,589.214838,185.657053,589.375357,129.482682,589.597379,171.625612,589.355486,199.605517,589.312507,127.439848,589.556391,122.897443,589.597778,190.911997,589.374729,131.304762,589.625745,139.430822,589.593919,164.022026,589.44778,186.557919,589.336599,124.232897,589.570309,135.065466,589.597142,197.850839,589.269802,123.903082,589.524837,197.074258,589.273515,149.405215,589.418473,127.105683,589.595018,192.072601,589.336184,117.313204,589.638502,124.591692,589.669714,,,,
28.539712,152.533953,584.529714,,,,,,,,,,,,,,,,,,,,,116.948454,580.16214,161.527641,584.464191,193.803524,584.303927,185.548346,584.471125,129.576433,584.678062,171.589836,584.447319,199.575434,584.40308,127.597933,584.627611,122.711291,584.717391,191.128582,584.417845,131.445743,584.686291,139.411683,584.687659,163.90178,584.563056,186.556903,584.424605,123.874587,584.718938,135.080002,584.695753,198.123492,584.314318,123.292609,584.709981,197.583236,584.288657,149.002664,584.57579,127.556567,584.616945,192.384,584.373646,117.490467,584.692241,124.298605,584.818838,,,,
28.544717,152.405913,579.63239,,,,,,,,,,,,,,,,,,,,,116.497597,575.303702,161.487717,579.56556,193.652442,579.422749,185.49841,579.570042,129.509549,579.791238,171.682923,579.517428,199.210456,579.550955,127.453638,579.743798,122.906199,579.781043,190.778657,579.568096,131.169602,579.81994,139.174528,579.829582,164.011841,579.629263,186.591594,579.508167,123.814218,579.820504,135.016003,579.798799,197.496151,579.498412,123.409987,579.79207,197.085713,579.450932,149.331995,579.603646,126.941539,579.807073,191.622761,579.579773,116.94346,579.870761,124.596455,579.855212,,,,
28.549722,152.297382,574.744422,,,,,,,,,,,,,,,,,,,,,116.327001,570.424418,161.173916,574.700285,193.433492,574.536145,185.235354,574.699361,129.308262,574.895765,171.416985,574.655077,199.341944,574.616471,127.206228,574.858633,122.622198,574.897521,191.10513,574.608263,130.998763,574.918587,138.977749,574.933108,163.986754,574.726001,186.6699,574.58055,123.811425,574.898303,134.721012,574.914447,197.91564,574.514523,123.588836,574.834633,197.266987,574.510967,149.206578,574.725896,127.329741,574.822385,192.243961,574.56782,117.300771,574.88588,124.102108,574.997775,,,,
28.554727,152.442564,569.809573,,,,,,,,,,,,,,,,,,,,,116.244423,565.52068,161.197091,569.776148,193.611331,569.603802,185.307265,569.780261,129.309373,569.982651,171.376861,569.747814,199.38067,569.708302,127.381484,569.912442,122.47948,569.999921,190.917939,569.736152,131.149155,569.970755,139.042102,570.009808,163.709161,569.859211,186.473229,569.717984,123.801679,569.967012,134.494107,570.033991,197.468387,569.674903,123.092837,569.987686,197.434965,569.585346,148.951929,569.839569,126.882177,569.975387,191.731725,569.746388,116.862519,570.032264,124.482778,570.017831,,,,
28.559732,152.153753,564.921811,,,,,,,,,,,,,,,,,,,,,116.201907,560.588991,161.29763,564.830575,193.433691,564.713737,185.424428,564.840913,129.163057,565.101371,171.363814,564.82744,199.077361,564.827362,127.130825,565.050612,122.681162,565.072466,190.594447,564.858063,130.944567,565.100366,138.814017,565.128222,163.745126,564.92484,186.133089,564.845108,123.613475,565.097267,134.69479,565.087116,197.996942,564.680185,123.106047,565.082954,196.916378,564.74643,149.055083,564.907424,127.085872,565.030144,191.92875,564.778522,117.204106,565.076513,124.206919,565.159471,,,,
28.564736,152.061082,560.030877,,,,,,,,,,,,,,,,,,,,,116.109189,555.684292,160.992597,559.97227,193.192158,559.828739,185.112946,559.973561,128.88022,560.233373,171.179787,559.946708,199.049739,559.916912,126.945489,560.173485,122.62806,560.163972,190.766242,559.916612,130.89414,560.199089,138.698033,560.233226,163.871172,560.011897,186.119834,559.92851,123.518103,560.206866,134.822925,560.161635,197.454892,559.840193,123.365118,560.128015,196.911631,559.820173,148.527459,560.082333,126.640023,560.198485,191.470961,559.943938,116.78939,560.230033,124.281732,560.249106,,,,
28.569741,151.908714,555.143211,,,,,,,,,,,,,,,,,,,,,116.034966,550.781242,160.859669,555.088991,193.134799,554.941663,185.069637,555.078659,129.057743,555.310632,171.349997,555.013738,199.139232,554.993332,127.086707,555.247662,122.166987,555.338495,190.31513,555.087079,130.934045,555.297212,138.662305,555.343951,163.547868,555.144662,186.252036,555.001959,123.302007,555.340022,134.547013,555.308503,197.79282,554.880624,122.633445,555.348719,197.273982,554.861481,148.966292,555.098721,126.918109,555.252218,191.958319,554.956451,116.924524,555.308546,124.215258,555.347593,,,,
28.574746,151.985335,550.226776,,,,,,,,,,,,,,,,,,,,,116.16708,545.854955,160.963195,550.169152,193.202812,550.017089,185.073713,550.167317,129.093016,550.397385,171.347303,550.118113,199.101102,550.091919,126.737488,550.385073,122.32493,550.402103,190.500429,550.139022,130.636354,550.427979,138.768447,550.411079,163.595493,550.24525,185.991411,550.129167,123.360057,550.416125,134.501257,550.400967,197.033775,550.084437,122.876209,550.382894,196.688,550.053072,148.475753,550.2813,126.621956,550.385268,191.328344,550.147411,116.63135,550.45154,123.982399,550.488226,,,,
28.579751,151.895474,545.330795,,,,,,,,,,,,,,,,,,,,,115.96121,540.974199,160.883833,545.278559,193.210841,545.114867,184.964156,545.276956,129.017633,545.513473,170.848257,545.280154,198.763688,545.248649,126.669968,545.502671,122.200738,545.516492,190.518469,545.233917,130.660965,545.52939,138.535974,545.542484,163.659289,545.323374,186.023642,545.230625,123.279659,545.524347,134.431338,545.517141,197.419745,545.116169,123.084274,545.464927,196.692237,545.153585,148.939396,545.30154,126.550503,545.499258,191.495539,545.218041,116.593871,545.550105,124.235012,545.546742,,,,
28.584756,151.719027,540.45174,,,,,,,,,,,,,,,,,,,,,115.89613,536.069461,160.733504,540.397547,193.096896,540.235744,184.725494,540.414288,128.831345,540.646192,170.949683,540.365473,198.606888,540.350305,127.080964,540.543507,121.92954,540.670402,190.344267,540.359203,130.869188,540.595508,138.492331,540.648344,163.317956,540.479541,186.006301,540.320094,123.254257,540.639176,134.131994,540.652204,197.167605,540.249267,122.429522,540.666255,196.924335,540.201298,148.350987,540.498188,126.731579,540.570479,191.525988,540.302861,116.527286,540.667289,123.806003,540.72079,,,,
28.58976,151.838785,535.543782,,,,,,,,,,,,,,,,,,,,,115.822623,531.179411,160.693662,535.504962,192.898073,535.363785,184.871029,535.486093,128.719417,535.770667,171.044512,535.445896,198.763666,535.436483,126.586831,535.726388,122.122432,535.739111,190.574951,535.422675,130.509851,535.761727,138.566445,535.749673,163.393458,535.575279,185.978114,535.432928,123.199546,535.756124,134.064531,535.786012,197.620238,535.282628,122.987382,535.681544,196.406534,535.394861,148.68705,535.554495,126.520442,535.715654,191.225954,535.458621,116.359773,535.793872,123.841584,535.830862,,,,
